Ranking,Country,Region,Happiness_Score,GDP_per_capita,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption,Year,GDP_Growth,Inflation,Unemployment
134,Comoros,Sub-Saharan Africa,4.2886,2.70467,0.46734,57,0.26112,0.45372,0.81235,2020,-2.13464959719172,0.752940815018761,4.468
135,Togo,Sub-Saharan Africa,4.1872,1.74478,0.35386,55,0.43784,0.35235,0.78463,2020,-0.272860217710488,2.94317834624067,2.231
136,Ethiopia,Sub-Saharan Africa,4.1862,2.0507,0.64689,59,0.5951,0.3996,0.77973,2020,3.22311599492807,18.2545726775222,3.998
137,Madagascar,Sub-Saharan Africa,4.1656,1.59144,0.53225,59,0.27834,0.33553,0.85699,2020,-9.49182579621846,4.31114513583488,3.292
139,Sierra Leone,Sub-Saharan Africa,3.9264,1.56546,0.48333,51,0.55105,0.45216,0.91008,2020,-3.50677788869559,13.2720829194961,3.509
140,Burundi,Sub-Saharan Africa,3.7753,0.0,0.26078,53,0.39725,0.32888,0.60202,2020,-2.56910007625271,15.8494351404891,1.03
141,Zambia,Sub-Saharan Africa,3.7594,3.49347,0.579,55,0.7087,0.43983,0.83738,2020,-5.56773502453288,13.9138706178858,6.032
142,Haiti,Latin America and Caribbean,3.7208,1.85292,0.41786,56,0.2442,0.81414,0.69627,2020,-4.49816442182016,18.6851861283427,15.573
143,Lesotho,Sub-Saharan Africa,3.6528,2.96054,0.70365,48,0.59049,0.18011,0.90531,2020,-9.23727005298078,6.54820418786271,18.385
144,India,South Asia,3.5733,4.75426,0.41627,60,0.83826,0.41605,0.80196,2020,-6.69047102833747,4.81485791893405,7.859
145,Malawi,Sub-Saharan Africa,3.538,1.14881,0.34271,58,0.70303,0.37413,0.75311,2020,-1.82835240679078,6.21829711958308,5.72
147,Botswana,Sub-Saharan Africa,3.4789,6.4916,0.70155,59,0.73433,0.05863,0.80909,2020,-10.0332383222742,4.37886681697208,21.017
148,Tanzania,Sub-Saharan Africa,3.4762,2.97501,0.5639,57,0.7347,0.47654,0.6176,2020,-0.998987836780785,6.42301399038681,1.792
149,Central African Republic,Sub-Saharan Africa,3.4759,0.26728,0.0,45,0.42237,0.44491,0.94699,2020,-0.744488614542561,1.98216055627785,6.519
150,Rwanda,Sub-Saharan Africa,3.3123,2.23367,0.33787,61,0.87136,0.41365,0.08932,2020,-5.51636902603423,6.71183680148918,11.829
151,Zimbabwe,Sub-Saharan Africa,3.2992,2.76938,0.67709,56,0.54438,0.26561,0.84821,2020,-9.33397144870511,585.972829117866,8.617
153,Afghanistan,South Asia,2.5669,1.95686,0.23032,53,0.0,0.23733,0.9977,2020,-5.38251464221077,6.9629462552564,11.71
149,Afghanistan,South Asia,2.5229,2.11402,0.0,52,0.0,0.22474,0.9825,2021,-22.5844818732987,2.83899625081041,12.006
93,Albania,Central and Eastern Europe,5.1174,5.7574,0.45126,69,0.68576,0.31123,0.95529,2021,10.6641494274411,3.4442567503793,11.474
57,Argentina,Latin America and Caribbean,5.9293,6.63769,0.83585,69,0.75926,0.1283,0.87708,2021,10.1485599877349,53.8020877665554,8.736
86,Armenia,Commonwealth of Independent States,5.2826,5.69131,0.64658,67,0.7539,0.14524,0.63853,2021,5.77142760758333,6.90051365787157,15.469
11,Australia,North America and ANZ,7.1835,8.3019,0.91777,74,0.90401,0.53836,0.42027,2021,1.86332687000336,3.06066984761631,5.022
10,Austria,Western Europe,7.2678,8.52282,0.90629,73,0.89388,0.3974,0.46586,2021,4.4669658436443,1.80187299270295,6.459
90,Azerbaijan,Commonwealth of Independent States,5.1708,5.85365,0.71746,66,0.73492,0.07907,0.49513,2021,5.15148935903709,21.5888365787351,6.04
22,Bahrain,Middle East and North Africa,6.6469,8.04848,0.76689,69,0.92328,0.4547,0.74649,2021,2.11919822497499,9.20840263580602,1.548
101,Bangladesh,South Asia,5.0246,3.62965,0.44354,65,0.84173,0.29746,0.69948,2021,6.07069417020969,4.1211747067957,5.457
75,Belarus,Commonwealth of Independent States,5.5335,6.42137,0.85914,66,0.45531,0.12996,0.63534,2021,3.29081749370279,15.3265737193908,3.9
20,Belgium,Western Europe,6.834,8.35672,0.85124,72,0.6825,0.16245,0.65738,2021,5.8180102265206,2.69731875410955,6.248
99,Benin,Sub-Saharan Africa,5.0452,2.89676,0.04981,55,0.63859,0.30655,0.67503,2021,4.41335435119757,1.61872506665755,1.833
69,Bolivia,Latin America and Caribbean,5.7159,4.80988,0.66687,64,0.83771,0.25411,0.88297,2021,8.91320528866063,2.83614784173389,5.089
64,Bosnia and Herzegovina,Central and Eastern Europe,5.8131,5.89613,0.7837,68,0.55168,0.48291,0.99052,2021,9.19342480517756,4.96295225803046,14.897
146,Botswana,Sub-Saharan Africa,3.4665,6.27831,0.61801,59,0.75231,0.05061,0.8382,2021,10.2596472128547,8.38154387080601,23.106
35,Brazil,Latin America and Caribbean,6.3301,5.87077,0.80524,67,0.71835,0.26166,0.78662,2021,4.3179316178023,13.0472708596343,13.158
88,Bulgaria,Central and Eastern Europe,5.2655,6.74535,0.89975,67,0.69022,0.231,0.99157,2021,8.54724211432547,6.96609669979689,5.166
113,Burkina Faso,Sub-Saharan Africa,4.8338,2.08086,0.40293,54,0.53165,0.33691,0.77674,2021,4.43100540861892,0.112863112943955,4.511
140,Burundi,Sub-Saharan Africa,3.7753,0.0,0.05329,53,0.41572,0.31852,0.6123,2021,0.462596741612089,10.1068926905819,1.118
114,Cambodia,Southeast Asia,4.8304,3.44236,0.58036,62,0.98037,0.38822,0.88816,2021,1.57862051550094,2.64573403501885,0.396
91,Cameroon,Sub-Saharan Africa,5.1418,3.10058,0.47471,54,0.59393,0.3782,0.89303,2021,0.631351991581198,2.92103933375591,3.976
14,Canada,North America and ANZ,7.1033,8.26303,0.89088,74,0.90575,0.45492,0.38807,2021,5.36528781293082,7.78502011074684,7.527
128,Chad,Sub-Saharan Africa,4.3554,1.45411,0.30116,48,0.33461,0.39712,0.84554,2021,-3.10209208601812,8.53346785277849,1.53
43,Chile,Latin America and Caribbean,6.1719,6.8561,0.80658,70,0.61143,0.29391,0.87288,2021,10.824550522267,6.86882637051349,9.281
84,China,East Asia,5.3391,6.06207,0.66924,70,0.8881,0.17144,0.78545,2021,8.47322717245602,4.47386132078888,4.55
52,Colombia,Latin America and Caribbean,6.0124,5.83025,0.73847,68,0.77371,0.18483,0.88515,2021,9.5929782838861,7.80211309545884,13.898
131,Comoros,Sub-Saharan Africa,4.2886,2.7846,0.31338,57,0.2819,0.4456,0.81488,2021,0.0041312853108195,-1.16761306358634,4.394
16,Costa Rica,Latin America and Caribbean,7.0694,6.47464,0.82391,71,0.93933,0.19487,0.84769,2021,7.38823226408623,2.37413082580539,15.139
60,Croatia,Central and Eastern Europe,5.8817,7.14768,0.88595,71,0.63212,0.20546,1.0,2021,13.6550314478241,2.08029569689035,7.483
39,Cyprus,Western Europe,6.2235,7.86375,0.65284,74,0.64801,0.32932,0.889,2021,9.74651161533515,3.03406314812496,7.513
2,Denmark,Western Europe,7.6195,8.57642,0.94517,73,0.95837,0.38358,0.11299,2021,6.03966577353796,3.04435420134703,5.065
73,Dominican Republic,Latin America and Caribbean,5.5451,6.31987,0.75007,66,0.81207,0.18665,0.73737,2021,12.8319080410071,7.22103350242185,7.702
66,Ecuador,Latin America and Caribbean,5.764,5.34315,0.68785,69,0.78255,0.19824,0.88705,2021,8.57789544186942,2.1747440659329,4.504
49,El Salvador,Latin America and Caribbean,6.0605,4.82622,0.57554,66,0.85967,0.2144,0.70717,2021,11.5271594106656,4.14207468599355,4.327
40,Estonia,Western Europe,6.1888,7.67446,0.92027,69,0.89562,0.21931,0.51866,2021,8.14019436008853,4.29149270003289,6.178
133,Ethiopia,Sub-Saharan Africa,4.2747,2.11179,0.57905,59,0.62947,0.44613,0.79145,2021,2.85565763078523,21.7632725717005,3.935
1,Finland,Western Europe,7.8421,8.26118,0.94362,72,0.96454,0.22947,0.12117,2021,2.46373050011893,2.49284202465265,7.617
21,France,Western Europe,6.6899,8.11889,0.92199,74,0.748,0.1707,0.57009,2021,6.50155219757207,1.22181614073425,7.871
112,Gabon,Sub-Saharan Africa,4.8518,5.92207,0.60308,60,0.59282,0.10642,0.88363,2021,-0.845244789196116,20.3384091827159,21.223
108,Georgia,Commonwealth of Independent States,4.8914,5.88527,0.40074,64,0.68128,0.05991,0.66835,2021,11.0650780067831,10.229587650373,11.785
13,Germany,Western Europe,7.1545,8.45544,0.84669,73,0.83861,0.36012,0.44109,2021,3.86602720371127,2.69677840082888,3.594
95,Ghana,Sub-Saharan Africa,5.0884,3.88112,0.50767,58,0.72191,0.49597,0.89369,2021,3.03800270044563,12.1061016311773,3.2
68,Greece,Middle East and North Africa,5.7226,7.27059,0.69218,73,0.33994,0.0,0.86448,2021,9.98468495798464,1.39275644673982,14.656
30,Guatemala,Latin America and Caribbean,6.4345,4.82532,0.67397,65,0.89069,0.30198,0.8087,2021,6.56016035862335,3.13055060190945,2.174
102,Guinea,Sub-Saharan Africa,4.9843,2.39946,0.33995,55,0.53616,0.46141,0.79789,2021,2.96921009369555,11.9862978624966,5.815
143,Haiti,Latin America and Caribbean,3.6149,1.67985,0.1478,56,0.35964,0.85533,0.7454,2021,-2.92695804339543,19.341851020044,15.296
59,Honduras,Latin America and Caribbean,5.9192,4.01677,0.67134,67,0.80778,0.4449,0.84769,2021,10.7029903655951,4.60572808888793,8.506
53,Hungary,Central and Eastern Europe,5.9916,7.42912,0.92415,68,0.63424,0.1229,0.92633,2021,7.66253175353751,6.16694892296121,4.021
4,Iceland,Western Europe,7.5539,8.46586,1.0,73,0.97449,0.54046,0.6892,2021,3.47038534143127,6.14860758347253,6.029
139,India,South Asia,3.8189,4.23021,0.26976,61,0.86913,0.45496,0.80681,2021,8.79093447676263,8.35490771481598,6.38
82,Indonesia,Southeast Asia,5.3445,5.44669,0.67036,62,0.83471,1.0,0.91599,2021,2.97476192227879,6.00397322136207,3.827
111,Iraq,Middle East and North Africa,4.8541,5.19779,0.54407,61,0.42152,0.28332,0.9252,2021,-0.74745630947109,38.8998331529834,16.173
15,Ireland,Western Europe,7.0853,9.39281,0.93137,72,0.84572,0.44033,0.32797,2021,14.6467292457005,1.04875097676076,6.357
12,Israel,Middle East and North Africa,7.1571,7.8612,0.916,74,0.7109,0.38427,0.78279,2021,7.56395048301559,2.29713227752026,4.812
28,Italy,Western Europe,6.4831,7.95726,0.80209,74,0.52885,0.24578,0.91415,2021,9.49416108466208,1.28332187292641,9.497
37,Jamaica,Latin America and Caribbean,6.3092,5.09031,0.79545,68,0.8631,0.18242,0.93593,2021,5.44605052451513,6.61078657393632,5.188
56,Japan,East Asia,5.9405,7.93438,0.80975,75,0.70362,0.03611,0.6484,2021,3.17001738751661,-0.203835821828704,2.808
127,Jordan,Middle East and North Africa,4.3946,5.08214,0.58467,67,0.63484,0.14627,0.72628,2021,1.77173055809841,2.2036043491638,19.837
45,Kazakhstan,Commonwealth of Independent States,6.1518,7.0231,0.94075,65,0.80011,0.2636,0.75943,2021,2.91864170117744,13.9300750551614,5.568
121,Kenya,Sub-Saharan Africa,4.6066,3.44317,0.43331,61,0.67438,0.69304,0.86716,2021,5.5651365159048,4.3307475585662,5.693
47,Kuwait,Middle East and North Africa,6.1061,8.34399,0.73065,67,0.82487,0.22176,0.76311,2021,2.59077518987651,29.4279300898412,2.97
51,Latvia,Western Europe,6.032,7.3424,0.89346,67,0.56563,0.15203,0.83724,2021,7.8481957927218,3.29734326527044,7.513
123,Lebanon,Middle East and North Africa,4.5838,5.96729,0.74031,67,0.24384,0.25875,0.95192,2021,-7.25697163046323,150.000716803737,12.715
145,Lesotho,Sub-Saharan Africa,3.5118,2.57512,0.6232,49,0.56631,0.18997,0.97205,2021,1.09935782526551,3.12378243029553,18.214
120,Liberia,Sub-Saharan Africa,4.6252,1.30184,0.49489,56,0.60083,0.40784,0.89568,2021,2.7936852774608,5.35427604467455,3.844
80,Libya,Middle East and North Africa,5.4103,5.96054,0.70026,62,0.66168,0.24287,0.6819,2021,26.6853936559494,90.4557384467483,19.779
38,Lithuania,Western Europe,6.2554,7.70947,0.90851,68,0.66529,0.10301,0.86737,2021,6.45535837727842,5.99976656722365,7.112
8,Luxembourg,Western Europe,7.3244,10.0,0.85558,73,0.89301,0.30684,0.3551,2021,5.31843087794495,5.90212972470607,5.571
135,Madagascar,Sub-Saharan Africa,4.2085,1.51864,0.42883,59,0.28964,0.3411,0.84115,2021,2.05115869903585,6.26959796040933,3.498
144,Malawi,Sub-Saharan Africa,3.6,0.64296,0.14298,58,0.67635,0.39358,0.75475,2021,1.88076432929152,8.15296842929594,5.652
81,Malaysia,Southeast Asia,5.3843,7.1895,0.68016,67,0.87168,0.49831,0.88332,2021,2.13146199778431,5.67593848764116,4.64
89,Maldives,East Asia,5.1976,6.36701,0.8659,71,0.80256,0.37622,0.86623,2021,33.7685588624398,2.82866184194621,5.016
117,Mali,Sub-Saharan Africa,4.7235,2.21162,0.50325,52,0.53624,0.30388,0.86888,2021,-0.0065243104385217,3.83078832119482,4.006
23,Malta,Western Europe,6.602,8.05856,0.90005,72,0.92705,0.50717,0.66601,2021,12.829488461795,2.46383793392783,3.754
134,Mauritania,Middle East and North Africa,4.2274,3.80442,0.63873,57,0.30503,0.21905,0.7569,2021,-2.12417721486563,7.46487311897812,11.131
50,Mauritius,Sub-Saharan Africa,6.049,6.73044,0.84964,67,0.82459,0.28208,0.82469,2021,3.37766873430745,2.96794968630859,7.719
36,Mexico,Latin America and Caribbean,6.3168,6.43272,0.70778,69,0.81706,0.17035,0.83641,2021,5.34306679586261,4.48797272739507,4.019
65,Moldova,Central and Eastern Europe,5.7664,5.62459,0.75754,66,0.74839,0.25247,0.97536,2021,15.6557976122015,6.38172855134019,0.794
70,Mongolia,East Asia,5.6772,5.51731,0.9082,63,0.55385,0.48652,0.90335,2021,-0.0614212834574062,14.4200654807454,7.871
72,Montenegro,Central and Eastern Europe,5.5805,6.59448,0.76034,69,0.55432,0.30606,0.85181,2021,13.3242405343679,5.07252156296406,16.543
106,Morocco,Middle East and North Africa,4.918,4.52474,0.18719,66,0.66589,0.06321,0.83919,2021,7.0606299574828,2.41520355664963,10.551
115,Mozambique,Sub-Saharan Africa,4.7945,1.04394,0.54046,55,0.84989,0.42057,0.70266,2021,-0.606316436997986,4.5505652081862,5.413
126,Myanmar,Southeast Asia,4.4258,3.80272,0.60797,59,0.83938,0.96061,0.67365,2021,-12.627100008178,19.517209372101,4.34
124,Namibia,Sub-Saharan Africa,4.5741,5.03915,0.6832,57,0.57369,0.16775,0.89195,2021,0.588992664401843,1.5343303300027,20.931
87,Nepal,South Asia,5.2689,2.96276,0.59919,64,0.68106,0.53051,0.75292,2021,3.02971971240495,6.76271216331268,12.241
5,Netherlands,Western Europe,7.464,8.5737,0.92056,72,0.9031,0.5587,0.29856,2021,5.72193522957718,2.74734329748038,4.209
9,New Zealand,North America and ANZ,7.2766,7.9968,0.93314,73,0.92938,0.50911,0.18624,2021,4.28458318360995,4.5634463012784,3.776
55,Nicaragua,Latin America and Caribbean,5.9721,3.96098,0.77138,68,0.77172,0.37092,0.67838,2021,9.13330681920195,3.5219924346503,6.076
96,Niger,Sub-Saharan Africa,5.0741,0.92251,0.34312,54,0.72126,0.36953,0.71215,2021,-1.86257596023195,3.11864597184903,0.806
116,Nigeria,Sub-Saharan Africa,4.7593,3.78638,0.53327,50,0.60448,0.39237,0.92894,2021,-0.988127022973842,12.6369125111241,5.404
94,North Macedonia,Central and Eastern Europe,5.1012,6.10203,0.65815,65,0.62789,0.3925,0.96015,2021,5.59213007924724,4.28552531461972,15.801
6,Norway,Western Europe,7.3925,8.81579,0.94524,73,0.98208,0.4599,0.21935,2021,3.35449506555356,20.2134754937489,4.359
105,Pakistan,South Asia,4.934,3.63774,0.36125,59,0.58436,0.46489,0.82229,2021,4.52304565172781,10.2673420806694,6.338
41,Panama,Latin America and Caribbean,6.1796,7.413,0.83269,70,0.83302,0.14688,0.90243,2021,15.0695424121278,1.41511728176896,10.177
71,Paraguay,Latin America and Caribbean,5.6526,5.61302,0.82782,66,0.84076,0.38118,0.93275,2021,2.7649134745394,8.44812602669845,7.311
63,Peru,Latin America and Caribbean,5.8396,5.63345,0.71048,68,0.74818,0.16156,0.94377,2021,12.2777396432111,10.063514788767,5.097
61,Philippines,Southeast Asia,5.8802,4.86958,0.70594,62,0.9097,0.23058,0.76956,2021,4.76163916254069,2.28247846258142,3.398
44,Poland,Central and Eastern Europe,6.1661,7.47651,0.83732,70,0.77988,0.14859,0.76207,2021,8.47171799983406,5.34023602800748,3.268
58,Portugal,Western Europe,5.929,7.55476,0.80111,73,0.86673,0.05274,0.93933,2021,4.89913107175563,2.01977710282455,6.712
46,Romania,Central and Eastern Europe,6.14,7.28045,0.70976,67,0.7874,0.08279,0.99875,2021,6.37801653902932,5.60376567562626,5.59
147,Rwanda,Sub-Saharan Africa,3.4147,2.07692,0.17247,61,0.8753,0.42024,0.09895,2021,8.45600930488553,2.94541628893479,15.775
26,Saudi Arabia,Middle East and North Africa,6.494,8.19593,0.82245,67,0.84216,0.16719,0.70219,2021,9.17745692710805,20.12699452585,6.621
92,Senegal,Sub-Saharan Africa,5.1318,2.95906,0.47591,60,0.53276,0.29185,0.83836,2021,3.8734325976821,1.44730627584974,3.436
48,Serbia,Central and Eastern Europe,6.0779,6.28846,0.78804,69,0.67271,0.34994,0.87865,2021,8.97258082321535,5.68404945078089,9.843
138,Sierra Leone,Sub-Saharan Africa,3.8494,1.59352,0.3217,52,0.57009,0.44853,0.9149,2021,3.51527957069044,7.46331677333814,3.551
32,Singapore,Southeast Asia,6.3765,9.6836,0.86924,77,0.92703,0.32509,0.0,2021,14.4308159309526,10.9292875816122,4.64
29,Slovenia,Central and Eastern Europe,6.4607,7.77061,0.93279,71,0.96345,0.22595,0.84504,2021,8.12577517618843,2.68343077186124,4.744
103,South Africa,Sub-Saharan Africa,4.9564,5.52209,0.76313,57,0.62482,0.26655,0.90697,2021,3.25562042833964,6.408442941004,34.007
27,Spain,Western Europe,6.4907,7.8534,0.9013,75,0.64519,0.2495,0.77365,2021,6.49336738803039,2.55611236501613,14.914
129,Sri Lanka,South Asia,4.325,5.65743,0.69937,67,0.78129,0.44231,0.91105,2021,3.09278196860629,8.02109164481612,4.981
7,Sweden,Western Europe,7.3627,8.44436,0.90558,73,0.95662,0.45121,0.18137,2021,4.5957806799404,2.70985550217829,8.803
3,Switzerland,Western Europe,7.5715,8.94398,0.92083,74,0.91274,0.37698,0.24463,2021,4.75464519304134,1.32150134679586,5.013
78,Tajikistan,Commonwealth of Independent States,5.4662,2.90437,0.76318,64,0.76524,0.28008,0.54898,2021,7.01157366120653,10.0445095549154,7.687
142,Tanzania,Sub-Saharan Africa,3.6232,2.47494,0.46023,58,0.76717,0.56804,0.57737,2021,1.25401761079502,2.67430327389397,1.876
54,Thailand,Southeast Asia,5.9847,6.3245,0.81664,67,0.85368,0.69367,0.94871,2021,1.43062175645008,1.77469192984331,1.215
136,Togo,Sub-Saharan Africa,4.1068,1.45093,0.2043,55,0.40389,0.38529,0.80512,2021,2.65816955613427,4.56449991919597,2.344
122,Tunisia,Middle East and North Africa,4.5965,5.24916,0.43891,67,0.46594,0.10556,0.91908,2021,4.08785924151975,5.09967005216829,16.632
97,Turkmenistan,Commonwealth of Independent States,5.0664,5.97458,0.99988,62,0.84118,0.67612,0.94017,2021,4.07165530742274,2.77178000998204,4.458
119,Uganda,Sub-Saharan Africa,4.6365,2.07955,0.61212,56,0.55589,0.49394,0.90151,2021,0.258075577364949,2.54511929619305,3.416
110,Ukraine,Commonwealth of Independent States,4.8748,5.58894,0.81739,65,0.58244,0.334,0.98189,2021,4.41050883289091,24.8047567675546,9.834
25,United Arab Emirates,Middle East and North Africa,6.5605,8.87917,0.73373,67,0.93587,0.43648,0.59155,2021,2.65160401509495,13.1268655313453,3.105
17,United Kingdom,Western Europe,7.0636,8.12537,0.90592,73,0.81058,0.62862,0.44029,2021,8.15420782581518,0.711756533859329,4.864
19,United States,North America and ANZ,6.9515,8.75594,0.87876,68,0.77367,0.46594,0.71859,2021,5.88834103890834,4.38483807578484,5.349
31,Uruguay,Latin America and Caribbean,6.4314,6.6456,0.88861,69,0.87359,0.23615,0.59205,2021,5.91510198505092,11.0740404050254,9.328
42,Uzbekistan,Commonwealth of Independent States,6.1788,4.39232,0.8761,65,1.0,0.72177,0.50518,2021,5.960906100364,13.6929732776706,5.364
137,Zambia,Sub-Saharan Africa,4.0734,3.01348,0.47069,56,0.68009,0.42024,0.86481,2021,3.28575461102756,25.1427776148297,5.197
148,Zimbabwe,Sub-Saharan Africa,3.1448,2.60868,0.55324,56,0.50129,0.29023,0.86197,2021,6.61191108683749,108.772816795263,9.54
146,Afghanistan,South Asia,2.4038,3.43077,0.0,65,0.0,0.18993,0.00832,2022,-7.57666891152213,9.40623933931322,14.1
90,Albania,Central and Eastern Europe,5.1988,6.51098,0.48923,78,0.69039,0.29574,0.04836,2022,6.45698822084806,9.86160992016288,10.785
57,Argentina,Latin America and Caribbean,5.967,7.20403,0.83488,76,0.75047,0.17207,0.14472,2022,5.79747980169367,68.9938267692314,6.805
82,Armenia,Commonwealth of Independent States,5.3986,6.49102,0.62118,76,0.75348,0.11645,0.35769,2022,12.3383335576379,7.98587852828175,13.451
12,Australia,North America and ANZ,7.1621,8.59913,0.91171,80,0.91414,0.55053,0.58117,2022,2.91752727950202,7.1995443407201,3.728
11,Austria,Western Europe,7.163,8.74141,0.88283,80,0.84156,0.41306,0.56086,2022,4.32849751156559,5.02343156333271,4.992
92,Azerbaijan,Commonwealth of Independent States,5.1734,6.599,0.82811,73,0.81198,0.05007,0.58051,2022,4.673317967871,37.2707211293747,5.65
21,Bahrain,Middle East and North Africa,6.6469,8.39134,0.77954,75,0.93632,0.42584,0.26344,2022,4.76451212539493,7.13488879900781,1.265
94,Bangladesh,South Asia,5.1555,4.79885,0.46496,74,0.84087,0.267,0.31816,2022,6.00847462887278,5.04902187883131,4.593
65,Belarus,Commonwealth of Independent States,5.8215,7.06956,0.87623,75,0.46192,0.08452,0.48057,2022,-3.88854008026519,14.8848623635367,3.574
19,Belgium,Western Europe,6.805,8.63249,0.83805,79,0.66475,0.10548,0.34685,2022,3.11948540770641,6.6990376118661,5.57
115,Benin,Sub-Saharan Africa,4.6232,4.21715,0.04829,66,0.64703,0.27082,0.39135,2022,3.58043408047179,4.13899447875367,1.685
71,Bolivia,Latin America and Caribbean,5.6003,5.68393,0.66661,73,0.84706,0.23856,0.10937,2022,2.54653335522636,2.59100275081603,3.552
67,Bosnia and Herzegovina,Central and Eastern Europe,5.768,6.64551,0.80916,76,0.60556,0.52131,0.00938,2022,5.53111118093285,11.8088381857197,12.657
142,Botswana,Sub-Saharan Africa,3.4711,6.80091,0.61782,65,0.77206,0.02663,0.1738,2022,3.82363084321453,14.6176767241876,23.615
38,Brazil,Latin America and Caribbean,6.2928,6.61668,0.79111,75,0.73827,0.28005,0.22882,2022,2.64631532426549,8.57028196142548,9.231
85,Bulgaria,Central and Eastern Europe,5.3709,7.35471,0.88104,76,0.76056,0.26345,0.03616,2022,4.76332108962356,15.9184542166472,4.148
113,Burkina Faso,Sub-Saharan Africa,4.6705,3.52631,0.428,66,0.51635,0.39847,0.21393,2022,-0.693015914774818,4.64258435284958,3.828
114,Cambodia,Southeast Asia,4.6403,4.61278,0.55466,71,1.0,0.35465,0.11574,2022,3.74000920039251,3.48890016581984,0.245
102,Cameroon,Sub-Saharan Africa,5.0476,4.38139,0.5089,66,0.53663,0.32437,0.12537,2022,1.04502997524601,6.83105473248673,3.646
15,Canada,North America and ANZ,7.0251,8.53832,0.89988,80,0.89034,0.46367,0.62745,2022,2.32641594463436,7.90676213077326,5.279
130,Chad,Sub-Saharan Africa,4.2508,2.99429,0.38358,63,0.24362,0.38808,0.13112,2022,0.591759077197977,14.1477010983256,1.081
44,Chile,Latin America and Caribbean,6.1718,7.47425,0.81804,79,0.62162,0.2643,0.11689,2022,1.64877813218645,7.5601573866271,8.249
72,China,East Asia,5.5853,6.82742,0.72609,77,0.88709,0.21219,0.24242,2022,3.14769982133814,1.93427407840763,4.98
66,Colombia,Latin America and Caribbean,5.7806,6.57073,0.70354,78,0.73647,0.18617,0.13074,2022,6.18779953705864,14.9250366806978,10.541
116,Comoros,Sub-Saharan Africa,4.6086,4.07074,0.36074,69,0.2504,0.41567,0.21357,2022,0.633328895842794,5.18555344072182,3.879
23,Costa Rica,Latin America and Caribbean,6.582,7.17062,0.79887,79,0.89372,0.19015,0.17451,2022,4.10345495842361,6.28038513680281,11.325
47,Croatia,Central and Eastern Europe,6.1252,7.71867,0.89648,78,0.72241,0.23325,0.0,2022,7.94395699321689,8.00995019463291,6.811
41,Cyprus,Sub-Saharan Africa,6.2209,8.21521,0.68892,81,0.60557,0.26356,0.10528,2022,6.27933971497492,6.62059685744181,6.806
18,Czechia,Central and Eastern Europe,6.9198,8.21499,0.95467,78,0.89237,0.33864,0.08215,2022,1.24409473190281,8.67110087967065,2.224
2,Denmark,Western Europe,7.6362,8.83769,0.94149,80,0.97146,0.40097,0.9067,2022,-0.344058639271637,10.3984104940467,4.434
69,Dominican Republic,Latin America and Caribbean,5.7372,6.95908,0.75982,74,0.81898,0.17961,0.30446,2022,4.2328919676722,9.55123473466408,5.504
76,Ecuador,Latin America and Caribbean,5.5333,6.11796,0.66607,78,0.7631,0.17165,0.14163,2022,5.0282959697896,2.34806843439985,3.713
49,El Salvador,Latin America and Caribbean,6.12,5.72506,0.58176,75,0.89984,0.18951,0.36099,2022,2.55237486650837,6.58456346218459,2.999
36,Estonia,Western Europe,6.3408,8.11754,0.93364,78,0.93145,0.26272,0.56726,2022,-2.53754963208853,16.844809078341,5.571
125,Eswatini,Sub-Saharan Africa,4.3961,5.76459,0.59569,62,0.35032,0.08044,0.26259,2022,-0.628894036514311,8.86865470026568,36.472
131,Ethiopia,Sub-Saharan Africa,4.2415,3.56684,0.61291,70,0.63841,0.43725,0.23146,2022,2.59539967644373,34.666605000447,3.386
1,Finland,Western Europe,7.821,8.56175,0.95317,80,0.99399,0.23237,0.90939,2022,0.489394588644501,6.17278075702792,6.719
20,France,Western Europe,6.6867,8.43077,0.92324,81,0.76644,0.14938,0.45266,2022,2.20208858513766,3.01818420778099,7.303
106,Gabon,Sub-Saharan Africa,4.9583,6.60452,0.5589,68,0.46375,0.06897,0.16805,2022,0.747533658794609,14.7583426831533,20.319
105,Georgia,Commonwealth of Independent States,4.9732,6.64092,0.46345,74,0.68636,0.0,0.35489,2022,10.8422088053808,8.13545014384806,11.621
14,Germany,Western Europe,7.0341,8.70708,0.82395,80,0.79064,0.34739,0.60939,2022,1.83161439976671,6.41315910830296,3.137
111,Ghana,Sub-Saharan Africa,4.872,5.03084,0.45075,68,0.67498,0.49054,0.09471,2022,1.8305124767942,28.183872813714,2.87
58,Greece,Middle East and North Africa,5.9482,7.70827,0.74276,80,0.33669,0.03189,0.18461,2022,6.85985632812138,6.28541243425478,12.426
39,Guatemala,Latin America and Caribbean,6.2622,5.76466,0.62965,72,0.89476,0.23985,0.19561,2022,2.72968996454634,6.37205349842485,3.051
109,Guinea,Sub-Saharan Africa,4.8905,3.83884,0.42911,64,0.45107,0.45685,0.19699,2022,1.423063279934,2.80558292389495,5.174
55,Honduras,Latin America and Caribbean,6.0221,5.02979,0.6705,73,0.78665,0.43168,0.13034,2022,2.41184551052402,9.31239503002736,8.774
51,Hungary,Central and Eastern Europe,6.0859,7.91093,0.93384,76,0.65489,0.16603,0.10886,2022,4.43277115645731,13.9678909516068,3.583
